Country,Country Speed,Mirror Name,Protocols,Hostnames,Mirror Speed,Status
Portugal,12 Gbps,CeSIUM - Universidade do Minho,"http://cesium.di.uminho.pt/pub/ubuntu-releases/, ftp://cesium.di.uminho.pt/pub/ubuntu-releases/, rsync://cesium.di.uminho.pt/ubuntu-releases/",cesium.di.uminho.pt,1 Gbps,N/A
Portugal,12 Gbps,Rede das Novas Licenciaturas - Técnico Lisboa,"https://ftp.rnl.tecnico.ulisboa.pt/pub/ubuntu/releases/, http://ftp.rnl.tecnico.ulisboa.pt/pub/ubuntu/releases/, ftp://ftp.rnl.tecnico.ulisboa.pt/pub/ubuntu/releases/, rsync://ftp.rnl.tecnico.ulisboa.pt/pub/ubuntu/releases/",ftp.rnl.tecnico.ulisboa.pt,1 Gbps,N/A
Portugal,12 Gbps,"DEI-FCTUC, University of Coimbra","http://releases.ubuntumirror.dei.uc.pt/, ftp://releases.ubuntumirror.dei.uc.pt/",releases.ubuntumirror.dei.uc.pt,2 Mbps,N/A
Puerto Rico,10 Gbps,University of Puerto Rico,"https://mirrors.upr.edu/ubuntu-releases/, http://mirrors.upr.edu/ubuntu-releases/, rsync://mirrors.upr.edu/ubuntu-releases/",mirrors.upr.edu,10 Gbps,N/A
Romania,33 Gbps,efectRO,"https://mirror.efect.ro/ubuntu/releases/, http://mirror.efect.ro/ubuntu/releases/",mirror.efect.ro,10 Gbps,N/A
Romania,33 Gbps,M247 Europe,"http://mirrors.m247.ro/ubuntu-releases/, rsync://mirrors.m247.ro/ubuntu-releases/",mirrors.m247.ro,10 Gbps,N/A
Romania,33 Gbps,NAV Communications,"https://mirrors.nav.ro/ubuntu-releases/, http://mirrors.nav.ro/ubuntu-releases/, ftp://mirrors.nav.ro/ubuntu-releases/, rsync://mirrors.nav.ro/ubuntu-releases/",mirrors.nav.ro,10 Gbps,N/A
Romania,33 Gbps,Cyber_Folks,"https://mirror.flo.c-f.ro/ubuntu-releases/, http://mirror.flo.c-f.ro/ubuntu-releases/",mirror.flo.c-f.ro,1 Gbps,N/A
Romania,33 Gbps,Hostico,"https://mirrors.hostico.ro/ubuntu/releases/, http://mirrors.hostico.ro/ubuntu/releases/",mirrors.hostico.ro,1 Gbps,N/A
Romania,33 Gbps,Pidgin Host,"https://mirrors.pidginhost.com/ubuntu-releases/, http://mirrors.pidginhost.com/ubuntu-releases/, ftp://mirrors.pidginhost.com/ubuntu-releases/, rsync://mirrors.pidginhost.com/ubuntu-releases/",mirrors.pidginhost.com,1 Gbps,N/A
Russian Federation,23 Gbps,ia64-linux.org,"https://mirror.linux-ia64.org/ubuntu-releases/, http://mirror.linux-ia64.org/ubuntu-releases/",mirror.linux-ia64.org,10 Gbps,N/A
Russian Federation,23 Gbps,TIMEWEB,"https://mirror.timeweb.ru/ubuntu-releases/, http://mirror.timeweb.ru/ubuntu-releases/",mirror.timeweb.ru,10 Gbps,N/A
Russian Federation,23 Gbps,Mirror.beget.ru-release,"http://mirror.beget.ru/ubuntu-releases/, ftp://mirror.beget.ru/ubuntu-releases/, rsync://mirror.beget.ru/ubuntu-releases/",mirror.beget.ru,1 Gbps,N/A
Russian Federation,23 Gbps,HyperDedic,"https://mirror.hyperdedic.ru/ubuntu-releases/, http://mirror.hyperdedic.ru/ubuntu-releases/, rsync://mirror.hyperdedic.ru/ubuntu-releases/",mirror.hyperdedic.ru,1 Gbps,N/A
Russian Federation,23 Gbps,POWERNET,"http://mirrors.powernet.com.ru/ubuntu-releases/, ftp://mirrors.powernet.com.ru/pub/ubuntu/releases/, rsync://mirrors.powernet.com.ru/releases/",mirrors.powernet.com.ru,1 Gbps,N/A
Singapore,172 Gbps,OnboardCloud,"http://ossmirror.mycloud.services/os/linux/ubuntu-releases/, rsync://ossmirror.mycloud.services/linux/ubuntu-releases/",ossmirror.mycloud.services,100 Gbps,N/A
Singapore,172 Gbps,SG.GS,"http://mirror.sg.gs/ubuntu-releases/, rsync://mirror.sg.gs/ubuntu-releases/",mirror.sg.gs,50 Gbps,N/A
Singapore,172 Gbps,0ms Group,http://net.0ms.dev/Linux/ubuntu-releases/,net.0ms.dev,10 Gbps,N/A
Singapore,172 Gbps,Andrew Yong,"http://mirror.0x.sg/ubuntu-releases/, ftp://mirror.0x.sg/ubuntu-releases/, rsync://mirror.0x.sg/ubuntu-releases/",mirror.0x.sg,10 Gbps,N/A
Singapore,172 Gbps,NUS,"https://download.nus.edu.sg/mirror/ubuntu-releases/, http://download.nus.edu.sg/mirror/ubuntu-releases/, rsync://download.nus.edu.sg/ubuntu-releases/",download.nus.edu.sg,1 Gbps,N/A
Singapore,172 Gbps,ReadySpace,http://mirror.readyspace.com/ubuntu/,mirror.readyspace.com,1 Gbps,N/A
Slovakia,10 Gbps,"Energotel, a.s.","http://ftp.energotel.sk/pub/linux/ubuntu-releases/, ftp://ftp.energotel.sk/pub/linux/ubuntu-releases/",ftp.energotel.sk,10 Gbps,N/A
Slovenia,100 Mbps,Arnes,"https://ftp.arnes.si/pub/mirrors/ubuntu-cdimage/, http://ftp.arnes.si/pub/mirrors/ubuntu-cdimage/, ftp://ftp.arnes.si/mirrors/ubuntu-cdimage/, rsync://ftp.arnes.si/releases/",ftp.arnes.si,100 Mbps,N/A
South Africa,2 Gbps,HOSTAFRICA,http://mirror.hostafrica.co.za/ubuntu-releases/,mirror.hostafrica.co.za,1 Gbps,N/A
South Africa,2 Gbps,Internet Solutions,"http://ubuntuarchive.is.co.za/cdimage/releases/, ftp://ubuntuarchive.is.co.za/cdimage/releases/",ubuntuarchive.is.co.za,1 Gbps,N/A
Spain,14 Gbps,Raiola Networks,"http://mirror.raiolanetworks.com/ubuntu-releases/, rsync://mirror.raiolanetworks.com/pub/ubuntu-releases/",mirror.raiolanetworks.com,10 Gbps,N/A
Spain,14 Gbps,Caliu,"https://ftp.caliu.cat/pub/distribucions/ubuntu/releases/, http://ftp.caliu.cat/pub/distribucions/ubuntu/releases/",ftp.caliu.cat,1 Gbps,N/A
Spain,14 Gbps,Redparra,"https://mirrors.redparra.com/ubuntureleases/, http://mirrors.redparra.com/ubuntureleases/",mirrors.redparra.com,1 Gbps,N/A
Spain,14 Gbps,RedIRIS,"https://ftp.rediris.es/mirror/ubuntu-releases/, http://ftp.rediris.es/mirror/ubuntu-releases/, ftp://ftp.rediris.es/mirror/ubuntu-releases/, rsync://rsync.rediris.es/ftp/mirror/ubuntu-releases/","ftp.rediris.es, rsync.rediris.es",1 Gbps,N/A
Spain,14 Gbps,Javinator9889,"https://ubunturel.javinator9889.com/, http://ubunturel.javinator9889.com/, rsync://ubunturel.javinator9889.com/ubuntu/",ubunturel.javinator9889.com,1 Gbps,N/A
Spain,14 Gbps,DAFI-CEUM Universidad de Murcia,"http://dafi.inf.um.es/ubuntu-releases/, ftp://dafi.inf.um.es/ubuntu-releases/",dafi.inf.um.es,100 Mbps,N/A
Sweden,21 Gbps,"Academic Computer Club, Umeå University","http://se.releases.ubuntu.com/, rsync://se.releases.ubuntu.com/mirror/ubuntu-releases/",se.releases.ubuntu.com,20 Gbps,N/A
Sweden,21 Gbps,Lysator,"https://ftp.lysator.liu.se/ubuntu-releases/, http://ftp.lysator.liu.se/ubuntu-releases/, ftp://ftp.lysator.liu.se/ubuntu-releases/, rsync://ftp.lysator.liu.se/ubuntu-releases/",ftp.lysator.liu.se,1 Gbps,N/A
Switzerland,133 Gbps,Swiss Innovative Arts and Technology Institute,"https://mirror.siati.ch/ubuntu-releases/, http://mirror.siati.ch/ubuntu-releases/",mirror.siati.ch,100 Gbps,N/A
Switzerland,133 Gbps,Init7 (Schweiz) AG,"https://mirror.init7.net/ubuntu-releases/, http://mirror.init7.net/ubuntu-releases/, rsync://mirror.init7.net/ubuntu-releases/",mirror.init7.net,20 Gbps,N/A
Switzerland,133 Gbps,"BSE Software GmbH, SolNet","https://mirror.solnet.ch/ubuntu-releases/, http://mirror.solnet.ch/ubuntu-releases/, rsync://mirror.solnet.ch/ubuntu-releases/",mirror.solnet.ch,10 Gbps,N/A
Switzerland,133 Gbps,GoFoss,"https://mirror.gofoss.xyz/ubuntu-iso/, http://mirror.gofoss.xyz/ubuntu-iso/, rsync://mirror.gofoss.xyz/ubuntu-iso/",mirror.gofoss.xyz,2 Gbps,N/A
Switzerland,133 Gbps,Fremont Cabal Internet Exchange,"https://ipng.mm.fcix.net/ubuntu-releases/, http://ipng.mm.fcix.net/ubuntu-releases/, rsync://ipng.mm.fcix.net/ubuntu-releases/",ipng.mm.fcix.net,1 Gbps,N/A
Taiwan,83 Gbps,Taiwan Digital Streaming Co.,"https://mirror.twds.com.tw/ubuntu-releases/, http://mirror.twds.com.tw/ubuntu-releases/, rsync://mirror.twds.com.tw/ubuntu-releases/",mirror.twds.com.tw,50 Gbps,N/A
Taiwan,83 Gbps,"NCHC, Taiwan","https://free.nchc.org.tw/ubuntu-cd/, http://free.nchc.org.tw/ubuntu-cd/, ftp://free.nchc.org.tw/ubuntu-cd/",free.nchc.org.tw,20 Gbps,N/A
Taiwan,83 Gbps,NCKU CCNS,"https://ubuntu.ccns.ncku.edu.tw/ubuntu-cd/, http://ubuntu.ccns.ncku.edu.tw/ubuntu-cd/, rsync://ubuntu.ccns.ncku.edu.tw/ubuntu-cd/",ubuntu.ccns.ncku.edu.tw,10 Gbps,N/A
Taiwan,83 Gbps,TaiChung City Education Network Center,https://ftp.tc.edu.tw/iso/Ubuntu/,ftp.tc.edu.tw,1 Gbps,N/A
Taiwan,83 Gbps,TKU-TamKangUniversity,"http://ftp.tku.edu.tw/ubuntu-releases/, ftp://ftp.tku.edu.tw/ubuntu-releases/",ftp.tku.edu.tw,1 Gbps,N/A
Taiwan,83 Gbps,NCTUCSCC,"http://ubuntu.cs.nctu.edu.tw/ubuntu-release/, rsync://ubuntu.cs.nctu.edu.tw/ubuntu-release/",ubuntu.cs.nctu.edu.tw,1 Gbps,N/A
"Tanzania, United Republic of",1 Gbps,Aptus Solutions,"http://mirror.aptus.co.tz/pub/ubuntu/, ftp://mirror.aptus.co.tz/ubuntu/",mirror.aptus.co.tz,1 Gbps,N/A
Thailand,151 Gbps,Khon Kaen University,"https://mirror.kku.ac.th/ubuntu-releases/, http://mirror.kku.ac.th/ubuntu-releases/, ftp://mirror.kku.ac.th/ubuntu-releases/, rsync://mirror.kku.ac.th/ubuntu-releases/",mirror.kku.ac.th,100 Gbps,N/A
Thailand,151 Gbps,"CLOUDFOREST CO., LTD.","https://mirrors.cloudforest.co.th/ubuntu-releases/, http://mirrors.cloudforest.co.th/ubuntu-releases/",mirrors.cloudforest.co.th,50 Gbps,N/A
Thailand,151 Gbps,thaidns.co.th,http://mirror.thaidns.co.th/ubuntu-releases/,mirror.thaidns.co.th,1 Gbps,N/A
Turkey,50 Gbps,Linux Kullanıcıları Derneği,"https://ftp.linux.org.tr/ubuntu-releases/, http://ftp.linux.org.tr/ubuntu-releases/, ftp://ftp.linux.org.tr/ubuntu-releases/, rsync://ftp.linux.org.tr/ubuntu-releases/",ftp.linux.org.tr,10 Gbps,N/A
Turkey,50 Gbps,ULAKBIM,"https://ftp.ulak.net.tr/ubuntu-releases/, http://ftp.ulak.net.tr/ubuntu-releases/, ftp://ftp.ulak.net.tr/ubuntu-releases/, rsync://ftp.ulak.net.tr/ubuntu-releases/",ftp.ulak.net.tr,10 Gbps,N/A
Turkey,50 Gbps,ALASTYR,"https://mirror.alastyr.com/ubuntu/ubuntu-releases/, http://mirror.alastyr.com/ubuntu/ubuntu-releases/, rsync://mirror.alastyr.com/ubuntu/ubuntu-releases/",mirror.alastyr.com,10 Gbps,N/A
Turkey,50 Gbps,Cenuta Hosting,"https://mirror.cenuta.com/ubuntu/releases/, http://mirror.cenuta.com/ubuntu/releases/",mirror.cenuta.com,10 Gbps,N/A
Turkey,50 Gbps,Verinomi,"https://mirror.verinomi.com/ubuntu/ubuntu-releases/, http://mirror.verinomi.com/ubuntu/ubuntu-releases/",mirror.verinomi.com,10 Gbps,N/A
Ukraine,54 Gbps,Hostiko,"https://mirror.hostiko.network/ubuntu-releases/, http://mirror.hostiko.network/ubuntu-releases/",mirror.hostiko.network,20 Gbps,N/A
Ukraine,54 Gbps,IP-Connect LLC,"https://ubuntu-releases.ip-connect.vn.ua/, http://ubuntu-releases.ip-connect.vn.ua/, ftp://ubuntu-releases.ip-connect.vn.ua/mirror/ubuntu-releases/, rsync://ubuntu-releases.ip-connect.vn.ua/ubuntu-releases/",ubuntu-releases.ip-connect.vn.ua,20 Gbps,N/A
Ukraine,54 Gbps,Volia Broadband,"https://ubuntu.volia.net/ubuntu-releases/, http://ubuntu.volia.net/ubuntu-releases/, ftp://ubuntu.volia.net/ubuntu-releases/, rsync://ubuntu.volia.net/releases/",ubuntu.volia.net,10 Gbps,N/A
Ukraine,54 Gbps,Omnilance Ltd.,"http://releases.ubuntu.mirrors.omnilance.com/, ftp://ubuntu.mirrors.omnilance.com/ubuntu/releases/","ubuntu.mirrors.omnilance.com, releases.ubuntu.mirrors.omnilance.com",2 Gbps,N/A
Ukraine,54 Gbps,Distrohub,"https://distrohub.kyiv.ua/ubuntucd/, http://distrohub.kyiv.ua/ubuntucd/, rsync://distrohub.kyiv.ua/ubuntucd/",distrohub.kyiv.ua,1 Gbps,N/A
Ukraine,54 Gbps,NetForce Ukraine LLC,"https://ubuntu.netforce.hosting/ubuntu-releases/, http://ubuntu.netforce.hosting/ubuntu-releases/, ftp://ubuntu.netforce.hosting/ubuntu-releases/, rsync://ubuntu.netforce.hosting/ubuntu-releases/",ubuntu.netforce.hosting,1 Gbps,N/A
