Country,Country Speed,Mirror Name,Protocols,Hostnames,Mirror Speed,Status
China,17 Gbps,Huazhong University of Science and Technology,"https://mirrors.hust.edu.cn/ubuntu-releases/, http://mirrors.hust.edu.cn/ubuntu-releases/",mirrors.hust.edu.cn,1 Gbps,N/A
China,17 Gbps,Jiangxi University of Science and Technology,"https://mirrors.jxust.edu.cn/ubuntu-releases/, http://mirrors.jxust.edu.cn/ubuntu-releases/",mirrors.jxust.edu.cn,1 Gbps,N/A
China,17 Gbps,NjuptMirrorsGroup,http://mirrors.njupt.edu.cn/ubuntu-releases/,mirrors.njupt.edu.cn,1 Gbps,N/A
China,17 Gbps,Xi'an Jiaotong University,"https://mirrors.xjtu.edu.cn/ubuntu-releases/, http://mirrors.xjtu.edu.cn/ubuntu-releases/",mirrors.xjtu.edu.cn,1 Gbps,N/A
China,17 Gbps,YlmF.NET,"http://releases.ylmf.net/, rsync://releases.ylmf.net/ubuntu/",releases.ylmf.net,1 Gbps,N/A
China,17 Gbps,Northwest A&F University,http://mirrors.nwafu.edu.cn/ubuntu-releases/,mirrors.nwafu.edu.cn,100 Mbps,N/A
Colombia,10 Gbps,Fremont Cabal Internet Exchange,"https://edgeuno-bog2.mm.fcix.net/ubuntu-releases/, http://edgeuno-bog2.mm.fcix.net/ubuntu-releases/, rsync://edgeuno-bog2.mm.fcix.net/ubuntu-releases/",edgeuno-bog2.mm.fcix.net,10 Gbps,N/A
Costa Rica,10 Mbps,Ucr.ac.cr,"https://mirrors.ucr.ac.cr/ubuntu-cd/, http://mirrors.ucr.ac.cr/ubuntu-cd/",mirrors.ucr.ac.cr,10 Mbps,N/A
Croatia,1 Gbps,"Faculty of civil engineering, Zagreb","http://hr.releases.ubuntu.com/, ftp://hr.releases.ubuntu.com/ubuntu-releases/, rsync://hr.releases.ubuntu.com/releases/",hr.releases.ubuntu.com,1 Gbps,N/A
Czech Republic,22 Gbps,Vodafone Czech Republic a. s.,"https://mirror.dkm.cz/ubuntu-releases/, rsync://mirror.dkm.cz/ubuntu-releases/",mirror.dkm.cz,10 Gbps,N/A
Czech Republic,22 Gbps,IT4Innovations National Supercomputing Center,"https://mirror.it4i.cz/ubuntu-releases/, http://mirror.it4i.cz/ubuntu-releases/",mirror.it4i.cz,10 Gbps,N/A
Czech Republic,22 Gbps,"Ignum, s.r.o.","http://ucho.ignum.cz/ubuntu-releases/, ftp://ucho.ignum.cz/ubuntu-releases/, rsync://ucho.ignum.cz/ubuntu-releases/",ucho.ignum.cz,2 Gbps,N/A
Denmark,30 Gbps,dotsrc.org,"https://mirrors.dotsrc.org/ubuntu-cd/, http://mirrors.dotsrc.org/ubuntu-cd/, ftp://mirrors.dotsrc.org/ubuntu-cd/, rsync://mirrors.dotsrc.org/ubuntu-cd/",mirrors.dotsrc.org,20 Gbps,N/A
Denmark,30 Gbps,One.com,"https://mirror.one.com/ubuntu-cd/, http://mirror.one.com/ubuntu-cd/, ftp://mirror.one.com/ubuntu-cd/, rsync://mirror.one.com/ubuntu-cd/",mirror.one.com,10 Gbps,N/A
Estonia,10 Gbps,xTom,"https://mirrors.xtom.ee/ubuntu-releases/, http://mirrors.xtom.ee/ubuntu-releases/, rsync://mirrors.xtom.ee/ubuntu-releases/",mirrors.xtom.ee,10 Gbps,N/A
Finland,11 Gbps,Mirror.5i.fi-release,"https://mirror.5i.fi/ubuntu-releases/, http://mirror.5i.fi/ubuntu-releases/, rsync://mirror.5i.fi/ubuntu-releases/",mirror.5i.fi,10 Gbps,N/A
Finland,11 Gbps,Ubuntu-TW / OSSPlanet,"https://mirror.fi.ossplanet.net/ubuntu-releases/, http://mirror.fi.ossplanet.net/ubuntu-releases/, rsync://mirror.fi.ossplanet.net/ubuntu-releases/",mirror.fi.ossplanet.net,1 Gbps,N/A
France,17 Gbps,Baker Telekom,"https://mirror.bakertelekom.fr/Ubuntu/, http://mirror.bakertelekom.fr/Ubuntu/",mirror.bakertelekom.fr,10 Gbps,N/A
France,17 Gbps,Ftp.crifo.org-release,"https://ftp.crifo.org/ubuntu-cd/, http://ftp.crifo.org/ubuntu-cd/, rsync://ftp.crifo.org/ubuntu-cd/",ftp.crifo.org,1 Gbps,N/A
France,17 Gbps,CRIHAN,"http://ftp.crihan.fr/releases/, ftp://ftp.crihan.fr/releases/, rsync://ftp.crihan.fr/releases/",ftp.crihan.fr,1 Gbps,N/A
France,17 Gbps,HelpfulHosting,"http://helpfulhosting.net/ubuntu/, rsync://helpfulhosting.net/releases/",helpfulhosting.net,1 Gbps,N/A
France,17 Gbps,Johnnybegood-mirror,"https://mirror.johnnybegood.fr/ubuntu-cd/, http://mirror.johnnybegood.fr/ubuntu-cd/, rsync://mirror.johnnybegood.fr/ubuntu-cd/",mirror.johnnybegood.fr,1 Gbps,N/A
France,17 Gbps,Ircam,"https://mirrors.ircam.fr/pub/ubuntu/releases/, http://mirrors.ircam.fr/pub/ubuntu/releases/, ftp://mirrors.ircam.fr/pub/ubuntu/releases/, rsync://mirrors.ircam.fr/pub/ubuntu/releases/",mirrors.ircam.fr,1 Gbps,N/A
France,17 Gbps,Syxpi's Ubuntu Mirror,"https://ubuntu.syxpi.fr/ubuntu-releases/, http://ubuntu.syxpi.fr/ubuntu-releases/, rsync://ubuntu.syxpi.fr/ubuntu-releases/",ubuntu.syxpi.fr,1 Gbps,N/A
France,17 Gbps,Université de Nantes,"https://ubuntu.univ-nantes.fr/ubuntu-cd/, http://ubuntu.univ-nantes.fr/ubuntu-cd/, ftp://ubuntu.univ-nantes.fr/ubuntu-cd/, rsync://ubuntu.univ-nantes.fr/ubuntu-cd/",ubuntu.univ-nantes.fr,1 Gbps,N/A
France,17 Gbps,CNRS/IPSL,"http://distrib-coffee.ipsl.jussieu.fr/pub/linux/ubuntu-releases/, ftp://distrib-coffee.ipsl.jussieu.fr/pub/linux/ubuntu-releases/, rsync://distrib-coffee.ipsl.jussieu.fr/pub/linux/ubuntu-releases/",distrib-coffee.ipsl.jussieu.fr,45 Mbps,N/A
Georgia,100 Mbps,GRENA,"https://ubuntu.grena.ge/releases/, http://ubuntu.grena.ge/releases/, ftp://ubuntu.grena.ge/releases/",ubuntu.grena.ge,100 Mbps,N/A
Germany,86 Gbps,RWTH Aachen University,"https://ftp.halifax.rwth-aachen.de/ubuntu-releases/, http://ftp.halifax.rwth-aachen.de/ubuntu-releases/, ftp://ftp.halifax.rwth-aachen.de/ubuntu-releases/, rsync://ftp.halifax.rwth-aachen.de/ubuntu-releases/",ftp.halifax.rwth-aachen.de,20 Gbps,N/A
Germany,86 Gbps,Esslingen University of Applied Sciences,"https://ftp-stud.hs-esslingen.de/pub/Mirrors/releases.ubuntu.com/, http://ftp-stud.hs-esslingen.de/pub/Mirrors/releases.ubuntu.com/, ftp://ftp-stud.hs-esslingen.de/pub/Mirrors/releases.ubuntu.com/, rsync://ftp-stud.hs-esslingen.de/ubuntu.releases/",ftp-stud.hs-esslingen.de,10 Gbps,N/A
Germany,86 Gbps,LeaseWeb Germany GmbH,"https://mirror.de.leaseweb.net/ubuntu-releases/, http://mirror.de.leaseweb.net/ubuntu-releases/, ftp://mirror.de.leaseweb.net/ubuntu-releases/, rsync://mirror.de.leaseweb.net/ubuntu-releases/",mirror.de.leaseweb.net,10 Gbps,N/A
Germany,86 Gbps,level66.network UG (haftungsbeschränkt),"https://mirror.level66.network/ubuntu-releases/, http://mirror.level66.network/ubuntu-releases/, rsync://mirror.level66.network/ubuntu-releases/",mirror.level66.network,10 Gbps,N/A
Germany,86 Gbps,wilhelm.tel GmbH,"https://mirror.wtnet.de/ubuntu-releases/, http://mirror.wtnet.de/ubuntu-releases/",mirror.wtnet.de,10 Gbps,N/A
Germany,86 Gbps,xTom,"https://mirrors.xtom.de/ubuntu-releases/, http://mirrors.xtom.de/ubuntu-releases/, rsync://mirrors.xtom.de/ubuntu-releases/",mirrors.xtom.de,10 Gbps,N/A
Germany,86 Gbps,Universität Erlangen-Nürnberg,"https://ftp.fau.de/ubuntu-releases/, http://ftp.fau.de/ubuntu-releases/, ftp://ftp.fau.de/ubuntu-releases/",ftp.fau.de,4 Gbps,N/A
Germany,86 Gbps,Netzwerge GmbH,"https://mirror.netzwerge.de/ubuntu-releases/, http://mirror.netzwerge.de/ubuntu-releases/, rsync://mirror.netzwerge.de/ubuntu-releases/",mirror.netzwerge.de,2 Gbps,N/A
Germany,86 Gbps,serverloft - SERVER4YOU,"http://mirror.serverloft.eu/ubuntu/releases/, rsync://mirror.serverloft.eu/ubuntu-linux/releases/",mirror.serverloft.eu,2 Gbps,N/A
Germany,86 Gbps,Universitaet Bayreuth,"http://ftp.uni-bayreuth.de/linux/ubuntu/releases/, ftp://ftp.uni-bayreuth.de/pub/linux/ubuntu/releases/, rsync://rsync.uni-bayreuth.de/ubuntu-releases/","rsync.uni-bayreuth.de, ftp.uni-bayreuth.de",1 Gbps,N/A
Germany,86 Gbps,GWDG,"https://ftp5.gwdg.de/pub/linux/debian/ubuntu/iso/, http://ftp5.gwdg.de/pub/linux/debian/ubuntu/iso/, ftp://ftp5.gwdg.de/pub/linux/debian/ubuntu/iso/, rsync://ftp5.gwdg.de/pub/linux/debian/ubuntu/iso/",ftp5.gwdg.de,1 Gbps,N/A
Germany,86 Gbps,Kamatera Inc.,http://mirror.eu-fr.kamatera.com/ubuntu-releases/,mirror.eu-fr.kamatera.com,1 Gbps,N/A
Germany,86 Gbps,IMT-Systems GmbH,"https://mirror.imt-systems.com/ubuntu/, http://mirror.imt-systems.com/ubuntu/, rsync://mirror.imt-systems.com/ubuntu/",mirror.imt-systems.com,1 Gbps,N/A
Germany,86 Gbps,KKG Berlin,"https://mirror.kkg.berlin/ubuntu-releases/, http://mirror.kkg.berlin/ubuntu-releases/, rsync://mirror.kkg.berlin/ubuntu-releases/",mirror.kkg.berlin,1 Gbps,N/A
Germany,86 Gbps,ScaleUp Technologies GmbH & Co. KG,"https://mirror.scaleuptech.com/ubuntu-releases/, http://mirror.scaleuptech.com/ubuntu-releases/, ftp://mirror.scaleuptech.com/ubuntu-releases/, rsync://mirror.scaleuptech.com/ubuntureleases/",mirror.scaleuptech.com,1 Gbps,N/A
Germany,86 Gbps,mirror2.tuxinator.org-cdimage,"https://mirror2.tuxinator.org/ubuntu-releases/, http://mirror2.tuxinator.org/ubuntu-releases/, ftp://mirror2.tuxinator.org/ubuntu-releases/",mirror2.tuxinator.org,1 Gbps,N/A
Germany,86 Gbps,Releases.ubuntu.repulsive.eu,"https://releases.ubuntu.repulsive.eu/, http://releases.ubuntu.repulsive.eu/, rsync://releases.ubuntu.repulsive.eu/releases/",releases.ubuntu.repulsive.eu,1 Gbps,N/A
Germany,86 Gbps,Host Europe,"http://ftp.hosteurope.de/mirror/releases.ubuntu.com/, ftp://ftp.hosteurope.de/mirror/releases.ubuntu.com/",ftp.hosteurope.de,100 Mbps,N/A
Germany,86 Gbps,Funkfreunde Landshut e.V.,"https://mirror.funkfreundelandshut.de/ubuntu-releases/, http://mirror.funkfreundelandshut.de/ubuntu-releases/, rsync://mirror.funkfreundelandshut.de/mirror/ubuntu-releases/",mirror.funkfreundelandshut.de,45 Mbps,N/A
Germany,86 Gbps,Ftp-stud.fht-esslingen.de,http://ftp-stud.fht-esslingen.de/Mirrors/releases.ubuntu.com/,ftp-stud.fht-esslingen.de,10 Mbps,N/A
Greece,2 Gbps,University of Crete,"https://ftp.cc.uoc.gr/mirrors/linux/ubuntu/releases/, http://ftp.cc.uoc.gr/mirrors/linux/ubuntu/releases/, ftp://ftp.cc.uoc.gr/mirrors/linux/ubuntu/releases/",ftp.cc.uoc.gr,1 Gbps,N/A
Greece,2 Gbps,OTENET,ftp://ftp.otenet.gr/pub/linux/ubuntu-releases/,ftp.otenet.gr,1 Gbps,N/A
Hong Kong,21 Gbps,01Link Network Services Limited,"https://mirror.01link.hk/ubuntu-releases/, http://mirror.01link.hk/ubuntu-releases/",mirror.01link.hk,10 Gbps,N/A
Hong Kong,21 Gbps,xTom,"https://mirror.xtom.com.hk/ubuntu-releases/, http://mirror.xtom.com.hk/ubuntu-releases/, rsync://mirror.xtom.com.hk/repo/ubuntu-releases/",mirror.xtom.com.hk,10 Gbps,N/A
Hong Kong,21 Gbps,KoDDoS,"https://mirror-hk.koddos.net/ubuntu-releases/, http://mirror-hk.koddos.net/ubuntu-releases/, rsync://mirror-hk.koddos.net/ubuntu-releases/",mirror-hk.koddos.net,1 Gbps,N/A
Hong Kong,21 Gbps,Kamatera Inc.,http://mirror.as.kamatera.com/ubuntu-releases/,mirror.as.kamatera.com,100 Mbps,N/A
Hungary,11 Gbps,"Governmental Agency for IT Development, Hungary","https://mirror.niif.hu/ubuntu-releases/, http://mirror.niif.hu/ubuntu-releases/",mirror.niif.hu,10 Gbps,N/A
Hungary,11 Gbps,Quantum Mirror,"https://quantum-mirror.hu/mirrors/pub/ubuntu-releases/, http://quantum-mirror.hu/mirrors/pub/ubuntu-releases/, rsync://quantum-mirror.hu/ubuntu-releases/",quantum-mirror.hu,1 Gbps,N/A
Iceland,1 Gbps,Opin Kerfi,"https://mirrors.opensource.is/ubuntu-releases/, http://mirrors.opensource.is/ubuntu-releases/",mirrors.opensource.is,1 Gbps,N/A
India,21 Gbps,Shrirang Kahale,"https://mirror.ajl.albony.in/ubuntu-releases/, http://mirror.ajl.albony.in/ubuntu-releases/, rsync://mirror.ajl.albony.in/ubuntu-releases/",mirror.ajl.albony.in,10 Gbps,N/A
India,21 Gbps,Go Live Web Solutions,"https://ubuntu-in.golive.host/ubuntu-releases/, http://ubuntu-in.golive.host/ubuntu-releases/, ftp://ubuntu-in.golive.host/ubuntu-releases/",ubuntu-in.golive.host,10 Gbps,N/A
India,21 Gbps,Bharat Datacenter,"https://mirror.bharatdatacenter.com/ubuntu-releases/, http://mirror.bharatdatacenter.com/ubuntu-releases/, ftp://mirror.bharatdatacenter.com/ubuntu-releases/, rsync://mirror.bharatdatacenter.com/ubuntu-releases/",mirror.bharatdatacenter.com,1 Gbps,N/A
Indonesia,25 Gbps,webmaster.my.id,"https://mirror.webmaster.my.id/ubuntu-cd/, http://mirror.webmaster.my.id/ubuntu-cd/, rsync://mirror.webmaster.my.id/ubuntu-cd/",mirror.webmaster.my.id,10 Gbps,N/A
Indonesia,25 Gbps,jagoanhosting.com,"https://vpsmurah.jagoanhosting.com/ubuntu-cd/, http://vpsmurah.jagoanhosting.com/ubuntu-cd/, rsync://vpsmurah.jagoanhosting.com/ubuntu-cd/",vpsmurah.jagoanhosting.com,10 Gbps,N/A
Indonesia,25 Gbps,faizuladib.com,"https://mirror.faizuladib.com/ubuntu-cd/, http://mirror.faizuladib.com/ubuntu-cd/, rsync://mirror.faizuladib.com/ubuntu-cd/",mirror.faizuladib.com,2 Gbps,N/A
Indonesia,25 Gbps,cepatcloud.id,http://mirror.cepatcloud.id/ubuntu-cd/,mirror.cepatcloud.id,1 Gbps,N/A
Indonesia,25 Gbps,Pemerintah Provinsi Papua,"https://mirror.papua.go.id/ubuntu-releases/, http://mirror.papua.go.id/ubuntu-releases/, rsync://mirror.papua.go.id/ubuntu-releases/",mirror.papua.go.id,1 Gbps,N/A
Indonesia,25 Gbps,Universitas Airlangga,"https://mirror.unair.ac.id/ubuntu-cd/, http://mirror.unair.ac.id/ubuntu-cd/",mirror.unair.ac.id,1 Gbps,N/A
"Iran, Islamic Republic of",150 Gbps,HostBaran,"https://ir.releases.ubuntu.com/, http://ir.releases.ubuntu.com/",ir.releases.ubuntu.com,100 Gbps,N/A
"Iran, Islamic Republic of",150 Gbps,Sefroyek Pardaz Engineering Co.,"https://mirror.0-1.cloud/ubuntu-releases/, http://mirror.0-1.cloud/ubuntu-releases/",mirror.0-1.cloud,20 Gbps,N/A
"Iran, Islamic Republic of",150 Gbps,Amin IDC,"http://mirror.aminidc.com/ubuntu-releases/, ftp://mirror.aminidc.com/ubuntu-releases/, rsync://mirror.aminidc.com/ubuntu-releases/",mirror.aminidc.com,10 Gbps,N/A
"Iran, Islamic Republic of",150 Gbps,Bonyan Co.,"https://ubuntu.bonyan.co/, http://ubuntu.bonyan.co/",ubuntu.bonyan.co,10 Gbps,N/A
"Iran, Islamic Republic of",150 Gbps,Parsvds.com,"https://ubuntu.parsvds.com/ubuntu-releases/, http://ubuntu.parsvds.com/ubuntu-releases/",ubuntu.parsvds.com,10 Gbps,N/A
Israel,14 Gbps,INTERHOST,http://ubuntu.interhost.co.il/,ubuntu.interhost.co.il,10 Gbps,N/A
Israel,14 Gbps,Kamatera Inc.,http://mirror.il-ha.kamatera.com/ubuntu-releases/,mirror.il-ha.kamatera.com,1 Gbps,N/A
Israel,14 Gbps,Kamatera Inc.,http://mirror.il-pt.kamatera.com/ubuntu-releases/,mirror.il-pt.kamatera.com,1 Gbps,N/A
Israel,14 Gbps,Kamatera Inc.,http://mirror.il-ta.kamatera.com/ubuntu-releases/,mirror.il-ta.kamatera.com,1 Gbps,N/A
Israel,14 Gbps,Kamatera Inc.,http://mirror.il.kamatera.com/ubuntu-releases/,mirror.il.kamatera.com,1 Gbps,N/A
Italy,130 Gbps,Consortium GARR,"https://ubuntu.mirror.garr.it/releases/, http://ubuntu.mirror.garr.it/releases/",ubuntu.mirror.garr.it,100 Gbps,N/A
Italy,130 Gbps,VHosting Solution (IT1 - Milan),"https://it1.mirror.vhosting-it.com/ubuntu-releases/, http://it1.mirror.vhosting-it.com/ubuntu-releases/, rsync://it1.mirror.vhosting-it.com/ubuntu-releases/",it1.mirror.vhosting-it.com,10 Gbps,N/A
Italy,130 Gbps,VHosting Solution (IT2 - Turin),"https://it2.mirror.vhosting-it.com/ubuntu-releases/, http://it2.mirror.vhosting-it.com/ubuntu-releases/, rsync://it2.mirror.vhosting-it.com/ubuntu-releases/",it2.mirror.vhosting-it.com,10 Gbps,N/A
Italy,130 Gbps,Connesi s.p.a.,http://ubuntu.connesi.it/,ubuntu.connesi.it,10 Gbps,N/A
Japan,144 Gbps,ICSCoE,"https://ftp.udx.icscoe.jp/Linux/ubuntu-releases/, http://ftp.udx.icscoe.jp/Linux/ubuntu-releases/, rsync://ftp.udx.icscoe.jp/ubuntu-releases/",ftp.udx.icscoe.jp,100 Gbps,N/A
Japan,144 Gbps,G4T1PR0,http://archive.g4t1.pro/ubuntu-releases/,archive.g4t1.pro,10 Gbps,N/A
Japan,144 Gbps,RIKEN,"https://ftp.riken.jp/Linux/ubuntu-releases/, http://ftp.riken.jp/Linux/ubuntu-releases/, ftp://ftp.riken.jp/Linux/ubuntu-releases/, rsync://ftp.riken.jp/ubuntu-releases/",ftp.riken.jp,10 Gbps,N/A
Japan,144 Gbps,Yamagata University,"https://ftp.yz.yamagata-u.ac.jp/pub/linux/ubuntu/releases/, http://ftp.yz.yamagata-u.ac.jp/pub/linux/ubuntu/releases/, rsync://ftp.yz.yamagata-u.ac.jp/pub/linux/ubuntu/releases/",ftp.yz.yamagata-u.ac.jp,10 Gbps,N/A
Japan,144 Gbps,Tefexia LC,"https://mirror.tefexia.net/ubuntu-releases/, http://mirror.tefexia.net/ubuntu-releases/",mirror.tefexia.net,10 Gbps,N/A
Japan,144 Gbps,JAIST,"http://ftp.jaist.ac.jp/pub/Linux/ubuntu-releases/, ftp://ftp.jaist.ac.jp/pub/Linux/ubuntu-releases/, rsync://ftp.jaist.ac.jp/pub/Linux/ubuntu-releases/",ftp.jaist.ac.jp,4 Gbps,N/A
Japan,144 Gbps,TI Mirrors Japan - Ubuntu CD Images,"https://jp.mirror.coganng.com/ubuntu-cdimage/, http://jp.mirror.coganng.com/ubuntu-cdimage/, ftp://jp.mirror.coganng.com/ubuntu-cdimage/, rsync://jp.mirror.coganng.com/ubuntu-cdimage/",jp.mirror.coganng.com,100 Mbps,N/A
Kazakhstan,2 Gbps,Fst.kz,"https://mirror.fst.kz/ubuntu-cd/, rsync://mirror.fst.kz/ubuntu-cd/",mirror.fst.kz,1 Gbps,N/A
Kazakhstan,2 Gbps,LLP Kompaniya Hoster.KZ,"https://mirror.hoster.kz/ubuntu-releases/, http://mirror.hoster.kz/ubuntu-releases/, ftp://mirror.hoster.kz/ubuntu-releases/, rsync://mirror.hoster.kz/ubuntu-releases/",mirror.hoster.kz,1 Gbps,N/A
"Korea, Republic of",80 Gbps,ROKFOSS Project - CD,"https://mirror.krfoss.org/ubuntu-releases/, http://mirror.krfoss.org/ubuntu-releases/",mirror.krfoss.org,50 Gbps,N/A
"Korea, Republic of",80 Gbps,KAIST FTP,"https://ftp.kaist.ac.kr/ubuntu-cd/, http://ftp.kaist.ac.kr/ubuntu-cd/, ftp://ftp.kaist.ac.kr/ubuntu-cd/, rsync://ftp.kaist.ac.kr/ubuntu-cd/",ftp.kaist.ac.kr,10 Gbps,N/A
"Korea, Republic of",80 Gbps,Tefexia LC,"https://kr.mirror.tefexia.net/ubuntu-releases/, http://kr.mirror.tefexia.net/ubuntu-releases/",kr.mirror.tefexia.net,10 Gbps,N/A
"Korea, Republic of",80 Gbps,Keiverse (Releases),"https://mirror.keiminem.com/ubuntu-releases/, http://mirror.keiminem.com/ubuntu-releases/, rsync://mirror.keiminem.com/ubuntu-releases/",mirror.keiminem.com,2 Gbps,N/A
"Korea, Republic of",80 Gbps,Kakao Corp.,"https://mirror.kakao.com/ubuntu-releases/, http://mirror.kakao.com/ubuntu-releases/",mirror.kakao.com,2 Gbps,N/A
"Korea, Republic of",80 Gbps,zzuniMirror,"https://mirror.zzunipark.com/ubuntu-releases/, http://mirror.zzunipark.com/ubuntu-releases/, rsync://mirror.zzunipark.com/ubuntu-releases/",mirror.zzunipark.com,2 Gbps,N/A
"Korea, Republic of",80 Gbps,LANET,"https://ftp.lanet.kr/ubuntu-releases/, http://ftp.lanet.kr/ubuntu-releases/, ftp://ftp.lanet.kr/ubuntu-releases/, rsync://ftp.lanet.kr/ubuntu-releases/",ftp.lanet.kr,1 Gbps,N/A
"Korea, Republic of",80 Gbps,Jeonnam High School,"https://mirror.jeonnam.school/ubuntu-cd/, http://mirror.jeonnam.school/ubuntu-cd/, rsync://mirror.jeonnam.school/ubuntu-cd/",mirror.jeonnam.school,1 Gbps,N/A
"Korea, Republic of",80 Gbps,Archive of Siwoo-CD,"https://mirror.siwoo.org/ubuntu-cd/, http://mirror.siwoo.org/ubuntu-cd/, rsync://mirror.siwoo.org/ubuntu-cd/",mirror.siwoo.org,1 Gbps,N/A
"Korea, Republic of",80 Gbps,Morgan,"https://repo.morgan.kr/ubuntu-cd/, http://repo.morgan.kr/ubuntu-cd/",repo.morgan.kr,1 Gbps,N/A
Latvia,1 Gbps,University of Latvia,"http://ubuntu-rel.linux.edu.lv/, ftp://ubuntu-rel.linux.edu.lv/",ubuntu-rel.linux.edu.lv,1 Gbps,N/A
Lithuania,1 Gbps,Vilnius University,"http://ubuntu.mirror.vu.lt/releases/, ftp://ubuntu.mirror.vu.lt/releases/, rsync://ubuntu.mirror.vu.lt/releases/",ubuntu.mirror.vu.lt,1 Gbps,N/A
Luxembourg,1 Gbps,root S.A.,"http://ubuntu.mirror.root.lu/ubuntu-releases/, ftp://mirror.root.lu/ubuntu/ubuntu-releases/, rsync://mirror.root.lu/Ubuntu/ubuntu-releases/","mirror.root.lu, ubuntu.mirror.root.lu",1 Gbps,N/A
Malaysia,100 Mbps,Tuxuri,"https://ubuntu.tuxuri.com/releases/, http://ubuntu.tuxuri.com/releases/",ubuntu.tuxuri.com,100 Mbps,N/A
"Moldova, Republic of",11 Gbps,Trabia-Network,"http://mirror.as43289.net/ubuntu-releases/, ftp://mirror.as43289.net/ubuntu-releases/, rsync://mirror.as43289.net/ubuntu-releases/",mirror.as43289.net,10 Gbps,N/A
"Moldova, Republic of",11 Gbps,MangoHost,"https://mirror.mangohost.net/ubuntu-releases/, http://mirror.mangohost.net/ubuntu-releases/, rsync://mirror.mangohost.net/ubuntu-releases/",mirror.mangohost.net,1 Gbps,N/A
Netherlands,166 Gbps,Macarne,"https://mirror.ams.macarne.com/ubuntu-releases/, http://mirror.ams.macarne.com/ubuntu-releases/",mirror.ams.macarne.com,100 Gbps,N/A
Netherlands,166 Gbps,datapacket.com,"https://mirror.nl.datapacket.com/ubuntu-releases/, http://mirror.nl.datapacket.com/ubuntu-releases/",mirror.nl.datapacket.com,20 Gbps,N/A
Netherlands,166 Gbps,Lyra Hosting,"https://mirror.lyrahosting.com/ubuntureleases/, http://mirror.lyrahosting.com/ubuntureleases/, ftp://mirror.lyrahosting.com/ubuntureleases/, rsync://mirror.lyrahosting.com/ubuntureleases/",mirror.lyrahosting.com,10 Gbps,N/A
Netherlands,166 Gbps,AltusHost B.V.,"https://mirror.nl.altushost.com/ubuntu-releases/, http://mirror.nl.altushost.com/ubuntu-releases/",mirror.nl.altushost.com,10 Gbps,N/A
Netherlands,166 Gbps,LeaseWeb Global B.V.,"https://mirror.nl.leaseweb.net/ubuntu-releases/, http://mirror.nl.leaseweb.net/ubuntu-releases/, ftp://mirror.nl.leaseweb.net/ubuntu-releases/, rsync://mirror.nl.leaseweb.net/ubuntu-releases/",mirror.nl.leaseweb.net,10 Gbps,N/A
Netherlands,166 Gbps,xTom,"https://mirrors.xtom.nl/ubuntu-releases/, http://mirrors.xtom.nl/ubuntu-releases/, rsync://mirrors.xtom.nl/ubuntu-releases/",mirrors.xtom.nl,10 Gbps,N/A
Netherlands,166 Gbps,PCextreme B.V.,http://nl3.releases.ubuntu.com/releases/,nl3.releases.ubuntu.com,2 Gbps,N/A
Netherlands,166 Gbps,University of Twente,"https://ftp.snt.utwente.nl/pub/linux/ubuntu-releases/, http://ftp.snt.utwente.nl/pub/linux/ubuntu-releases/, ftp://ftp.snt.utwente.nl/pub/linux/ubuntu-releases/",ftp.snt.utwente.nl,2 Gbps,N/A
Netherlands,166 Gbps,Technische Universiteit Delft,"http://ftp.tudelft.nl/releases.ubuntu.com/, ftp://ftp.tudelft.nl/pub/Linux/releases.ubuntu.com/",ftp.tudelft.nl,1 Gbps,N/A
Netherlands,166 Gbps,Hostnet bv,"https://mirror.hostnet.nl/ubuntu/releases/, http://mirror.hostnet.nl/ubuntu/releases/",mirror.hostnet.nl,1 Gbps,N/A
Netherlands,166 Gbps,Ftpserv.tudelft.nl,ftp://ftpserv.tudelft.nl/pub/Linux/releases.ubuntu.com/,ftpserv.tudelft.nl,10 Mbps,N/A
New Zealand,1 Gbps,University of Canterbury,https://ucmirror.canterbury.ac.nz/linux/ubuntu-releases/,ucmirror.canterbury.ac.nz,1 Gbps,N/A
Norway,11 Gbps,"The Student Society in Trondhjem, Norway","http://no.releases.ubuntu.com/, rsync://no.archive.ubuntu.com/ubuntu-releases/","no.releases.ubuntu.com, no.archive.ubuntu.com",10 Gbps,N/A
Norway,11 Gbps,University of Bergen,"http://ubuntu.uib.no/releases/, ftp://ubuntu.uib.no/pub/Linux/Distributions/ubuntu/releases/, rsync://ubuntu.uib.no/ubuntu-releases/",ubuntu.uib.no,1 Gbps,N/A
Oman,100 Mbps,Sultan Qaboos University,"http://mirror.squ.edu.om/ubuntureleases/, ftp://mirror.squ.edu.om/ubuntureleases/",mirror.squ.edu.om,100 Mbps,N/A
Philippines,1 Gbps,RISE,"http://mirror.rise.ph/ubuntu-rel/, ftp://mirror.rise.ph/ubuntu-rel/",mirror.rise.ph,1 Gbps,N/A
Portugal,12 Gbps,Universidade do Porto,"https://mirrors.up.pt/pub/ubuntu-releases/, http://mirrors.up.pt/pub/ubuntu-releases/, ftp://mirrors.up.pt/pub/ubuntu-releases/, rsync://mirrors.up.pt/pub/ubuntu-releases/",mirrors.up.pt,10 Gbps,N/A
